UID,Work Order Num,Timestamp,Type,Department,System,Equipment,Sub-Component,Brief Description of Problem or Work,Detailed Description,Date and Time Occurred,Pictures,Upload File,Severity,Maintenance Section,Reported by,Initial Inspection,Parts Needed,Manpower Requirement,Special Tools,Schedule,Methodology,Inspection Status,Maintenance Inspection Completed,Maintenance Superintendent Approval,Maintenance Superintendent Remarks,Maintenance Superintendent Approval Completed,Parts Needed Checking,Manpower Requirement Checking,Special Tools Checking,Schedule Checking,Planning Remarks,Planning Finished,Required Safety Permits,Remarks,Required PPEs,Safety Permit Identification Completed,Manpower,Upload PTW,Maintenance PTW Completed,Required Safety Permits Checking,Remarks Checking,Required PPEs Checking,Manpower Checking,LOTO Checking,Safety Inspection Completed,Actual Work Done,Actual Parts Used,Photos,Maintenance Remarks,Parameters Remarks,Date and Time Finished,QA QC,QA QC Remarks,File Upload,RCA Upload,QA/QC Finished,Equipment Status,WO Close Out,Operation Closed Out Completed,Current Status,Breakdown Count,Work Request Status,Formula 1,Formula 2,Planning Only,*Planning Remarks,WR Status,Days Delayed,Images
3dc69373,DPTPP-WR-2025-239,2/21/2025 20:23:04,CMS,Operations,Miscellaneous,,CCTV,Some CCTV No display,Some CCTV camera malfunction or no display,2/21/2025 20:00:00,Work Order Request_Images/3dc69373.Pictures.122824.jpg,,Sustainable,I&C,A. Abrea,Inspected,N,,Fiber Optic Cable tester,Non-Shutdown,Work Order Request_Files_/3dc69373.Methodology.044343.pdf,Inspection completed,2/25/2025 12:48:13,TRUE,,3/7/2025 11:10:09,FALSE,FALSE,FALSE,FALSE,"BRF-PAL-2025-01483, for approval AEG to sign",8/8/2025 9:09:28,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",4/10/2025 9:54:28,"I&C Tech._A. Silang , I&C Tech._E.Cualing , I&C Tech._C.Salcedo , I&C Tech._G.Laureano , I&C Tech._K.Gattoc , I&C Engr._R. Capuno",Work Order Request_Images/3dc69373.Upload PTW.062059.jpg,7/14/2025 14:13:49,TRUE,TRUE,TRUE,TRUE,FALSE,7/15/2025 13:58:55,CCTV components inspection and troublesjooting,N,Work Order Request_Images/3dc69373.Photos.062059.jpg,Restored except two cameras in the admin buding which is on a single signal cable,Admin and main gate camera underground signal cable for further inspection,7/14/2025 14:15:00,,,,,,,,,1,0,Planning,Operations,Planning,,"BRF-PAL-2025-01483, for approval AEG to sign",Pending,Pending for 185 days,https://drive.google.com/file/d/14i4XcdLo99Y3CWoM4nb2m1ol_r3sn8he/view
ef91244d,DPTPP-WR-2025-240,2/22/2025 10:49:30,CMS,Operations,Electrostatic Precipitator System,Electrostatic Precipitator,"ash bin #3, 4 & 9",The System Cannot Stop in DCS,"ash bin cannot stop in the DCS control, because continues discharges  of air to the ash bin",2/22/2025 0:00:00,Work Order Request_Images/ef91244d.Pictures.030015.jpg,,Sustainable,I&C,Alberth Apostol/mykael empil,Inspected,N,,Pressure Calibrator and Pressure Hand Pump,Equipment Shutdown,Work Order Request_Files_/ef91244d.Methodology.081215.pdf,Inspection Completed,2/24/2025 16:16:45,TRUE,,3/7/2025 11:10:03,TRUE,TRUE,FALSE,TRUE,Already inspected parts request on route,3/27/2025 11:30:39,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",4/10/2025 9:53:34,I&C Tech._A. Silang,Work Order Request_Images/ef91244d.Upload PTW.025729.jpg,5/7/2025 10:58:37,TRUE,TRUE,TRUE,TRUE,FALSE,5/8/2025 10:30:18,Identify and rectify incomplete system sequence,N,Work Order Request_Images/ef91244d.Photos.025729.jpg,Please study system sequence to operate smoothly,Normal,5/7/2025 10:59:34,,"Complete the cycle of the ash bin sequence to prevent malfunction of the equipment, and frequently drain the moisture from the instrument air supply tank and air regulator to reduce potential damage to the equipment.",Work Order Request_Files_/ef91244d.File Upload.064407.pdf,,5/14/2025 14:11:34,Operational,Closed,5/20/2025 8:02:12,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 87 days,https://drive.google.com/file/d/1WEN_-G1g6iFFMN4bHHuf6hz6D6Jxid8e/view
25f8c8a0,DPTPP-WR-2025-241,2/23/2025 9:06:33,CMS,Operations,Closed Circulating Cooling Water System,Heat Exchanger B,Heat Exchanger B Filter,Clogged Filter before Heat exchanger B,"Clogging of filter before heat exchanger B, Indicates low sea water flow",2/23/2025 9:00:00,Work Order Request_Images/25f8c8a0.Pictures.011230.jpg,,Sustainable,Mechanical,J. De Guzman,For repair,None,,None,Equipment Shutdown,Work Order Request_Files_/25f8c8a0.Methodology.055507.pdf,For cleaning of inlet strainer,3/7/2025 13:55:50,TRUE,,5/21/2025 11:01:55,TRUE,TRUE,TRUE,TRUE,For schedule,5/27/2025 13:03:17,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",5/29/2025 15:14:30,"Mechanic_J.Mumar , Mechanic_R. Parcon , Welder_R. Baldivino",Work Order Request_Images/25f8c8a0.Upload PTW.023232.jpg,7/9/2025 10:31:36,TRUE,TRUE,TRUE,TRUE,TRUE,7/9/2025 16:58:04,Removed and cleaned inlet strainer,None,Work Order Request_Images/25f8c8a0.Photos.023232.jpg,Back to normal flow rate,None,7/9/2025 10:31:52,,Implement a routine filter inspection and cleaning schedule ensure proper filtration materials are used and monitor environmental conditions to prevent premature clogging and maintain heat exchanger efficiency,Work Order Request_Files_/25f8c8a0.File Upload.013934.pdf,,7/15/2025 9:30:35,Operational,Closed,7/22/2025 17:16:12,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 149 days,https://drive.google.com/file/d/1GwLMhLlt616lOqI94FDdCyzZ7DQa6ocg/view
67247357,DPTPP-WR-2025-242,2/23/2025 16:40:42,CMS,Operations,Miscellaneous,,Differential pressure sensor,Low inlet steam pressure reading.,Boiler main pressure is 4.9MPa while the inlet steam pressure is 47kG/cm2. The low level alarm is 48.5kG/cm2.,2/23/2025 13:07:00,Work Order Request_Images/67247357.Pictures.084533.jpg,,Sustainable,I&C,John Alvin De Guzman / Ferdinand A. Bona,Inspected,N,,"HART Communicator, mA Clamp Meter, Pressure Calibrator and Pressure Hand Pump",Non-Shutdown,Work Order Request_Files_/67247357.Methodology.074340.pdf,Inspection Completed,2/24/2025 15:23:16,TRUE,,3/7/2025 11:09:58,TRUE,TRUE,FALSE,TRUE,"Already inspected, parts request on route",3/27/2025 11:22:27,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",4/10/2025 9:52:18,"I&C Tech._A. Silang , I&C Tech._E.Cualing",Work Order Request_Images/67247357.Upload PTW.030608.jpg,5/7/2025 11:08:02,TRUE,TRUE,TRUE,TRUE,FALSE,5/8/2025 10:30:06,Bleed anf flush transmitter pipe,N,Work Order Request_Images/67247357.Photos.030608.jpg,Inspected and flushed,Within tolerance,5/7/2025 11:08:33,,"Still transmitting low reading into DCS, the cause of this is the sensor instrument and the only way to fix it, is when the Turbine is shutdown and cooled.",Work Order Request_Files_/67247357.File Upload.073450.pdf,,5/14/2025 15:34:24,Operational,Closed,6/8/2025 22:53:12,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 105 days,https://drive.google.com/file/d/1LmiodSP1i6gV1KwtvVGK3_RxFpo8lZsa/view
ace3d81d,DPTPP-WR-2025-243,2/23/2025 18:44:34,CMS,Operations,Coal Handling System,Belt Conveyor 3B,Plough Unloader B,Damaged rubber of Plough Unloader B,Damaged rubber of plough unloader discovered during cleaning after last coal loading.,2/23/2025 18:46:00,Work Order Request_Images/ace3d81d.Pictures.104704.jpg,,Sustainable,Mechanical,Remegio Cursud Sr. / Ferdinand A. Bona,For repair,New plough scraper,,None,Equipment Shutdown,Work Order Request_Files_/ace3d81d.Methodology.053147.pdf,For replacement of plough,3/7/2025 13:32:30,TRUE,,5/7/2025 10:48:04,TRUE,TRUE,TRUE,TRUE,repaired,5/15/2025 10:40:11,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",5/20/2025 15:05:40,"Mechanic_J.Mumar , Mechanic_R. Parcon , Welder_R. Baldivino",Work Order Request_Images/ace3d81d.Upload PTW.020018.jpg,6/26/2025 9:59:13,TRUE,TRUE,TRUE,TRUE,TRUE,6/27/2025 8:42:16,Replaced with new rubber scraper,Rubber scraper,Work Order Request_Images/ace3d81d.Photos.020018.jpg,Done,None,6/26/2025 9:59:41,,"Replacement rubber met material specifications, installation was verified for proper fit and alignment, and the plough unloader was functionally tested to ensure reliable performance post-maintenance",Work Order Request_Files_/ace3d81d.File Upload.072259.pdf,,7/2/2025 15:22:38,Operational,Closed,7/7/2025 16:06:21,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 134 days,https://drive.google.com/file/d/1K8iN7uDJU8lGN2niLgAKWhqMVKmaHd_m/view
23418a3f,DPTPP-WR-2025-244,2/23/2025 19:57:48,CMS,Operations,Lighting System,,Boiler area lighting system breaker,Keeps on tripping when closed.,Keeps on tripping when closed.,2/23/2025 19:14:00,Work Order Request_Images/23418a3f.Pictures.115926.jpg,,Sustainable,Electrical,John Paul Aque / Ferdinand A. Bona,For Inspection,40A Circuit breaker,,Multitester,Equipment Shutdown,Work Order Request_Files_/23418a3f.Methodology.062738.xlsx,Done (For replacement of main CB),3/3/2025 14:31:18,TRUE,,3/7/2025 11:09:54,TRUE,TRUE,FALSE,TRUE,Done Troubleshooting and MCB Replacement,3/17/2025 8:20:51,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",3/18/2025 7:47:35,"Electrician_V. VIllatura , Electrical 2",Work Order Request_Images/23418a3f.Upload PTW.072321.jpg,4/7/2025 15:24:22,TRUE,TRUE,TRUE,TRUE,TRUE,4/10/2025 10:08:51,Replacement of 40A circuit breaker,40 A circuit breaker,Work Order Request_Images/23418a3f.Photos.072320.jpg,None,Operational (Normal voltage reading),4/7/2025 15:25:11,,Recheck load sides of the circuit to balanced current flow to ensure equipment efficient operation and longevity of equipment.,Work Order Request_Files_/23418a3f.File Upload.013103.pdf,,4/14/2025 9:30:53,Operational,Closed,4/15/2025 11:28:53,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 51 days,https://drive.google.com/file/d/17jECpToz3Mv-VzOW5Co5BE6oKm7Rujix/view
4de1ed4b,DPTPP-WR-2025-245,2/24/2025 8:58:12,PMS,Operations,Water Treatment System,Cleaning Water Pump,Stage A High Pressure Pump Outlet Pressure,Low pressure gauge Primary R.O 1 H.P pump outlet,"While processing the Primary Reverse Osmosis A, the operator found out as he was checking and monitoring that the Stage A high pressure pump outlet pressure is low pressure.",2/24/2025 8:30:00,Work Order Request_Images/4de1ed4b.Pictures.011045.jpg,,Sustainable,I&C,Eliezer Rodriguez,Inspected,Replacement Pressure Gauge,,Pressure Gauge Repair Special Tools,Non-Shutdown,Work Order Request_Files_/4de1ed4b.Methodology.074509.pdf,Inspection Completed,2/24/2025 15:49:40,TRUE,,3/7/2025 11:09:50,TRUE,TRUE,FALSE,TRUE,Parts request on route,3/27/2025 11:27:17,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",4/7/2025 15:50:44,I&C Tech._A. Silang,Work Order Request_Images/4de1ed4b.Upload PTW.005705.jpg,6/2/2025 8:55:49,TRUE,TRUE,TRUE,TRUE,TRUE,6/4/2025 9:37:13,"Pull out pressure gauge, clean and perform deflection test. PG is working normally.",N,Work Order Request_Images/4de1ed4b.Photos.005705.jpg,Done,Normal,6/2/2025 8:56:42,,Conduct regular on-site inspections during operation to verify proper equipment functionality and promptly address any issues.,Work Order Request_Files_/4de1ed4b.File Upload.003312.pdf,,6/6/2025 8:33:51,Operational,Closed,6/8/2025 22:53:52,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 104 days,https://drive.google.com/file/d/11X6pp8oYXn9JH4NhWEEGTOyYvqPe0ToF/view
42c2b4e3,DPTPP-WR-2025-246,2/24/2025 13:30:50,CMS,Operations,Closed Circulating Cooling Water System,Closed Cooling Tank,Differential pressure transmitter,Expansion water tank level cannot reach its cut off level of 800mm.,Expansion water tank level cannot reach its cut off level of 800mm.,2/24/2025 13:33:00,Work Order Request_Images/42c2b4e3.Pictures.053514.jpg,,Sustainable,I&C,John Alvin De Guzman / Ferdinand A. Bona,Inspected,N,,"HART Communicator, Pressure Calibrator and Pressure hand Pump",Non-Shutdown,Work Order Request_Files_/42c2b4e3.Methodology.074641.pdf,Inspection Completed,2/24/2025 15:51:10,TRUE,,3/7/2025 11:09:45,TRUE,TRUE,FALSE,TRUE,Already inspected parts request on route,3/27/2025 11:23:16,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",4/7/2025 15:48:01,"I&C Tech._A. Silang , I&C Tech._E.Cualing",Work Order Request_Images/42c2b4e3.Upload PTW.013229.jpg,6/2/2025 9:31:11,TRUE,TRUE,TRUE,TRUE,FALSE,6/3/2025 13:49:30,Transmitter line flushing and URV and LRV trim using HART,N,Work Order Request_Images/42c2b4e3.Photos.013229.jpg,Done,Normal,6/2/2025 9:32:02,,Conduct regular on-site inspections during operation and comparison of DCS parameter to on-site transmitter parameters to verify proper equipment functionality and promptly address any issues.,Work Order Request_Files_/42c2b4e3.File Upload.011650.pdf,,6/6/2025 9:17:17,Operational,Closed,6/8/2025 22:54:34,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 104 days,https://drive.google.com/file/d/1v_TNLLMShlDxci8pXWsgSg-Ht316fbtU/view
c0ec39c1,DPTPP-WR-2025-247,2/24/2025 15:54:09,CMS,Technical Services,Slag Removal System,Slag Cooler A,Flexible hose,Minimal Water Leak,"There is minimal water leakage at the flexible hose of the outlet cooling system of Slag Cooler A. ( It was rectified before, but it has leaked again )",2/24/2025 14:52:00,Work Order Request_Images/c0ec39c1.Pictures.080037.jpg,,Sustainable,Mechanical,R. Dela Torre,For close-out,None,,None,Equipment Shutdown,Work Order Request_Files_/c0ec39c1.Methodology.025325.pdf,Repaired by Jotus contractor. Under warranty claim last PMS,4/24/2025 10:54:22,,,,,,,,,,,,,,Mech. Sup'v._A. Borlagdatan,,,,,,,,,,,,,,,,Schedule routine inspections of the  on Slag Cooler A including seal condition checks and alignment verification to prevent water leakage and ensure reliable long-term operation.,Work Order Request_Files_/c0ec39c1.File Upload.063316.pdf,,4/25/2025 14:33:09,Operational,Closed,6/4/2025 17:09:51,0,0,Closed,Closed,MSI,Closed,Done,Done,Repaired in 100 days,https://drive.google.com/file/d/1m6EftsUGwMD6r-ugzVrL067guVTrkDcN/view
8fca2356,DPTPP-WR-2025-248,2/25/2025 4:27:43,CMS,Operations,Combustion System,Induced Draft Fan A,Pillow Block,Oil leak,Suspected oil leak coming from the pillow block.,2/25/2025 0:00:00,Work Order Request_Images/8fca2356.Pictures.203819.jpg,,Sustainable,Mechanical,M.A Alipoon/J. Factor,For repair,None,,None,Equipment Shutdown,Work Order Request_Files_/8fca2356.Methodology.013212.pdf,For repair of oil leak,3/5/2025 9:32:55,TRUE,,3/7/2025 11:09:39,TRUE,TRUE,TRUE,TRUE,For schedule,3/7/2025 11:19:01,"Permit to Work , Lock Out Tag Out",Standby fire extinguishers should be readily available. Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",3/13/2025 10:35:25,"Mechanic_J.Mumar , Welder_J. Zonio",Work Order Request_Images/8fca2356.Upload PTW.022029.jpg,4/24/2025 10:18:39,TRUE,TRUE,TRUE,TRUE,TRUE,4/24/2025 16:51:58,"Reseal front bearing cover, repaired contacting coupling cover then check oil level",None,Work Order Request_Images/8fca2356.Photos.022029.jpg,Repaired,Monitor oil level,4/24/2025 10:20:13,,"Implement regular inspection and maintenance of gaskets and seals on Induced Draft Fan A including monitoring for wear or degradation, to prevent oil leaks and ensure consistent and safe operation.",Work Order Request_Files_/8fca2356.File Upload.011505.pdf,,5/2/2025 9:15:04,Operational,Closed,5/20/2025 10:35:40,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 84 days,https://drive.google.com/file/d/1DqS0h6FGJT199ZToSZ5ebq_1lGl4IlHR/view
3f9f1ef8,DPTPP-WR-2025-249,2/25/2025 4:34:03,CMS,Operations,Combustion System,Induced Draft Fan B,Pillow Block,Oil Leak,Suspected oil leak coming from the pillow block.,2/25/2025 0:00:00,Work Order Request_Images/3f9f1ef8.Pictures.204123.jpg,,Sustainable,Mechanical,M.A Alipoon/J. Factor,For repair,None,,None,Equipment Shutdown,Work Order Request_Files_/3f9f1ef8.Methodology.015934.pdf,For repair of oil leak,3/5/2025 10:00:17,TRUE,,3/7/2025 11:09:34,TRUE,TRUE,TRUE,TRUE,For schedule,3/7/2025 11:18:49,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",3/13/2025 10:40:56,"Mechanic_J.Mumar , Welder_J. Zonio",Work Order Request_Images/3f9f1ef8.Upload PTW.012337.jpg,4/24/2025 9:21:53,TRUE,TRUE,TRUE,TRUE,TRUE,4/24/2025 16:51:49,Pulled-out bearing cover. Found incorrect positioning of oil drain. Repositioned cover then tightened bolts evenly.,None,Work Order Request_Images/3f9f1ef8.Photos.012337.jpg,Repaired,"Monitor oil level, must be in half of the sight glass when running",4/24/2025 9:22:52,,"Implement regular inspection and maintenance of gaskets and seals on Induced Draft Fan B including monitoring for wear or degradation, to prevent oil leaks and ensure consistent and safe operation.",Work Order Request_Files_/3f9f1ef8.File Upload.020740.pdf,,5/2/2025 10:06:31,Operational,Closed,5/20/2025 10:36:18,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 84 days,https://drive.google.com/file/d/1rcDlnpGhEgSyT-Lxk4OfYm3ry8oOyt5C/view
1a13c7ac,DPTPP-WR-2025-250,2/25/2025 12:07:48,CMS,Operations,Continuous Emission Monitoring System,,Opacity Sensor,High opacity reading exceeding 20% limit,"During data collection for DENR requirements it was noticed that our opacity reading exceeded the 20% limit and after checking the historical trend it was discovered that it started on December 26, 2024 at 2330H.",2/24/2025 13:55:00,Work Order Request_Images/1a13c7ac.Pictures.041312.jpg,,Sustainable,I&C,Ferdinand A. Bona / Cyril Belmonte,Inspected,N,,N,Non-Shutdown,Work Order Request_Files_/1a13c7ac.Methodology.054506.pdf,Inspection Completed,2/25/2025 13:49:36,TRUE,,3/7/2025 11:09:30,TRUE,TRUE,FALSE,TRUE,Already inspected parts request on route,3/27/2025 11:23:46,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING AT ALL TIMES","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",4/7/2025 15:45:35,"I&C Tech._A. Silang , I&C Tech._E.Cualing , I&C Tech._C.Salcedo , I&C Tech._G.Laureano , I&C Tech._K.Gattoc",Work Order Request_Images/1a13c7ac.Upload PTW.020235.jpg,5/7/2025 10:01:46,TRUE,TRUE,TRUE,TRUE,FALSE,5/8/2025 10:29:58,Cleaning and tighttening of terminals,N,Work Order Request_Images/1a13c7ac.Photos.020235.jpg,Opacity reading normalized,Normal,5/7/2025 10:02:22,,Conduct regular on-site inspections during operation to verify proper equipment functionality and promptly address any issues.,Work Order Request_Files_/1a13c7ac.File Upload.021134.pdf,,5/16/2025 10:11:50,Operational,Closed,5/20/2025 8:04:55,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 84 days,https://drive.google.com/file/d/1tBjKK1CvnmwGw98ZYWnHBj2ZV48tTRBg/view
39ba6b06,DPTPP-WR-2025-251,2/25/2025 12:13:15,CMS,Operations,Slag Removal System,Slag Cooler A,10ETD10AA002 MOV at the inlet of slag cooler,Does not fully close,"During slag cooler A testing it was suspected that the MOV at the inlet of slag cooler A does not fully close at site even if it indicates fully close at DCS, it was witnessed by Mr. John Paul Aque and Mr. Ayiel Silang. Mr. Ayiel Silang din isolated the slag cooler A MOV from the local site.",2/24/2025 14:33:00,Work Order Request_Images/39ba6b06.Pictures.043049.jpg,,Sustainable,I&C,Rogelio Socrates Jr. / John Paul Aque / Ferdinand A. Bona,Inspected,N,,N,Non-Shutdown,Work Order Request_Files_/39ba6b06.Methodology.051724.pdf,Inspection Completed,2/25/2025 13:20:02,TRUE,,3/7/2025 11:09:25,TRUE,TRUE,FALSE,TRUE,Parts request on route,3/27/2025 11:28:35,Permit to Work,"SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING AT ALL TIMES","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",4/7/2025 15:40:40,"I&C Tech._A. Silang , I&C Tech._E.Cualing , I&C Tech._C.Salcedo , I&C Tech._G.Laureano , I&C Tech._K.Gattoc",Work Order Request_Images/39ba6b06.Upload PTW.071717.jpg,5/7/2025 15:10:43,TRUE,TRUE,TRUE,TRUE,FALSE,5/8/2025 10:29:46,Inspect MOV - No Power Supply,N,Work Order Request_Images/39ba6b06.Photos.071717.jpg,Always check if equipment is normal before reporting,No 460v power supply,5/7/2025 15:11:19,,"Regularly checking of equipment and when performing an adjustment or close/open of MOV, island must be at site to confirm the equipment status.",Work Order Request_Files_/39ba6b06.File Upload.020639.pdf,,5/14/2025 10:06:56,Operational,Closed,5/20/2025 8:05:52,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 84 days,https://drive.google.com/file/d/1sBYA2v_9fj3nn75A8Iu6GphU0QvykH8J/view
7656a56c,DPTPP-WR-2025-252,2/25/2025 12:30:53,CMS,Operations,Slag Removal System,Slag Cooler A,VFD,VFD not functioning properly,During testing of slag cooler it was discovered that even if you set the VFD to 50-60Hz the maximum it can actual reach is online 6.5Hz at the DCS.,2/25/2025 0:00:00,Work Order Request_Images/7656a56c.Pictures.043416.jpg,,Sustainable,Electrical,Rogelio Socrates Jr. / Ferdinand A. Bona,Inspected,Bearing,,"Chain block, Bearing puller, Clamp meter",Equipment Shutdown,Work Order Request_Files_/7656a56c.Methodology.020541.xlsx,"Gear reducer box bearing damage, for replacement",4/8/2025 10:09:21,TRUE,,5/21/2025 11:03:39,TRUE,TRUE,TRUE,TRUE,"Proceed Activities on March 13, 2025",5/26/2025 8:24:04,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",5/29/2025 15:15:01,"Electrician_J. Bagnate , Electrician_Y. Santos , Electrician_J. Simaurio , Electrician_A. Fabrigas , Electrician_V. VIllatura , Electrician_D. Aiso , Electrician_E. Catbagan , Mechanic_R. Parcon , Mechanic_J.Mumar",Work Order Request_Images/7656a56c.Upload PTW.003031.jpg,6/5/2025 8:25:52,TRUE,TRUE,TRUE,TRUE,FALSE,6/5/2025 11:04:34,Gearbox bearing replacement,Bearing,Work Order Request_Images/7656a56c.Photos.003031.jpg,None,Operational,6/5/2025 8:25:08,,"Improve PMS procedure to prevent dust and water contamination and installation procedure, leading bearing failures resulting equipment downtime",Work Order Request_Files_/7656a56c.File Upload.030933.pdf,,6/17/2025 11:05:44,Operational,Closed,6/16/2025 8:06:01,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 111 days,https://drive.google.com/file/d/1Ujc3MYCt2e-uPHmYvJNhzSTnto4iRvLg/view
d531c7a5,DPTPP-WR-2025-253,2/25/2025 12:35:17,CMS,Operations,Miscellaneous,,"Backhoe evaporator, radiator, and air filter",Request full inspection of backhoe 1,Backhoe 1 got stock in ash pond during ash hauler dumptruck rescue operation.,2/24/2025 15:00:00,Work Order Request_Images/d531c7a5.Pictures.044128.jpg,,Sustainable,Mechanical,Randy Diaz / Ferdinand A. Bona,For close-out,None,,None,Equipment Shutdown,Work Order Request_Images/d531c7a5.Methodology.055303.jpg,Inspected and cleaned external surface,4/24/2025 13:51:24,,,,,,,,,,,,,,"Mechanic_R. Botavara , Mechanic_C. Ilagan",,,,,,,,,,,,,,,,To prevent Backhoe One from getting stuck in soft ground conditions it is advised to assess terrain regularly train operators in recovery practices prepare equipment with pre operation checklists maintain components after ash exposure and use stable access paths.,Work Order Request_Files_/d531c7a5.File Upload.030233.pdf,,5/3/2025 11:02:13,Operational,Closed,5/20/2025 8:05:14,0,0,Closed,Closed,MSI,,Done,Done,Repaired in 84 days,https://drive.google.com/file/d/1zkxjXF2rKXotTRzD4TKR0csBiR_h46PO/view
fae54e99,DPTPP-WR-2025-254,2/25/2025 19:31:15,CMS,Operations,Fly Ash Handling System,Fly Ash Silo,Panel board controller,Disconnected panel board controller door,"The doors of the panel board controller is disconnected, it will cause problem during rain if not placed back immediately.",2/25/2025 18:00:00,Work Order Request_Images/fae54e99.Pictures.113604.jpg,,Sustainable,Mechanical,Aries Jim Palaganas / Ferdinand A. Bona,For close-out,Hinges,,Welding Machine,Non-Shutdown,Work Order Request_Files_/fae54e99.Methodology.030835.pdf,For repair of door hinge,7/8/2025 11:08:38,,,,,,,,Complete materials for scheduling,,,,,,"Welder_R. Sotito , Welder_J. Zonio , Helper_S. Bundac",,,,,,,,,,,,,,,,Ensure all panel board controller doors are securely installed and properly sealed to prevent water ingress use weatherproof enclosures where applicable and include visual checks in routine QAQC inspections especially before exposure to outdoor conditions,,,7/21/2025 16:36:13,Operational,Closed,7/22/2025 16:57:41,0,0,Closed,Closed,MSI,,Done,Done,Repaired in 147 days,https://drive.google.com/file/d/1ohfSn0o4mLIQPP603DTuNLK7qe-rOB5r/view
